,Unnamed: 0,center-lon,center-lat,xmin,ymin,xmax,ymax,strain-rate
0,0,129.0,31.0,128.78598835819471,30.82024572409516,129.21401164180529,31.17975427590484,0.0
1,1,129.0,31.17975427590484,128.78598835819471,31.0,129.21401164180529,31.35950855180968,0.0
2,2,129.0,31.35950855180968,128.78598835819471,31.17975427590484,129.21401164180529,31.539262827714516,0.0
3,3,129.0,31.539262827714516,128.78598835819471,31.35950855180968,129.21401164180529,31.71901710361935,0.0
4,4,129.0,31.71901710361935,128.78598835819471,31.539262827714516,129.21401164180529,31.89877137952419,0.0
5,5,129.0,31.89877137952419,128.78598835819471,31.71901710361935,129.21401164180529,32.078525655429026,0.0
6,6,129.0,32.078525655429026,128.78598835819471,31.89877137952419,129.21401164180529,32.258279931333874,0.0
7,7,129.0,32.25827993133386,128.78598835819471,32.07852565542902,129.21401164180529,32.4380342072387,0.0
8,8,129.0,32.4380342072387,128.78598835819471,32.25827993133386,129.21401164180529,32.61778848314354,0.0
9,9,129.0,32.61778848314354,128.78598835819471,32.4380342072387,129.21401164180529,32.79754275904838,0.0
10,10,129.0,32.797542759048376,128.78598835819471,32.61778848314353,129.21401164180529,32.97729703495322,0.0
11,11,129.0,32.97729703495321,128.78598835819471,32.79754275904837,129.21401164180529,33.15705131085805,0.0
12,12,129.0,33.15705131085805,128.78598835819471,32.97729703495321,129.21401164180529,33.33680558676289,0.0
13,13,129.0,33.33680558676289,128.78598835819471,33.15705131085805,129.21401164180529,33.516559862667734,0.0
14,14,129.0,33.516559862667734,128.78598835819471,33.336805586762885,129.21401164180529,33.69631413857257,0.0
15,15,129.0,33.69631413857256,128.78598835819471,33.51655986266772,129.21401164180529,33.8760684144774,0.0
16,16,129.0,33.8760684144774,128.78598835819471,33.69631413857256,129.21401164180529,34.055822690382236,0.0
17,17,129.21401164180529,31.0,129.0,30.82024572409516,129.42802328361054,31.17975427590484,0.0
18,18,129.21401164180529,31.17975427590484,129.0,31.0,129.42802328361054,31.35950855180968,0.0
19,19,129.21401164180529,31.35950855180968,129.0,31.17975427590484,129.42802328361054,31.539262827714516,0.0
20,20,129.21401164180529,31.539262827714516,129.0,31.35950855180968,129.42802328361054,31.71901710361935,0.0
21,21,129.21401164180529,31.71901710361935,129.0,31.539262827714516,129.42802328361054,31.89877137952419,0.0
22,22,129.21401164180529,31.89877137952419,129.0,31.71901710361935,129.42802328361054,32.078525655429026,0.0
23,23,129.21401164180529,32.078525655429026,129.0,31.89877137952419,129.42802328361054,32.258279931333874,0.0
24,24,129.21401164180529,32.25827993133386,129.0,32.07852565542902,129.42802328361054,32.4380342072387,0.0
25,25,129.21401164180529,32.4380342072387,129.0,32.25827993133386,129.42802328361054,32.61778848314354,0.0
26,26,129.21401164180529,32.61778848314354,129.0,32.4380342072387,129.42802328361054,32.79754275904838,0.0
27,27,129.21401164180529,32.797542759048376,129.0,32.61778848314353,129.42802328361054,32.97729703495322,0.0
28,28,129.21401164180529,32.97729703495321,129.0,32.79754275904837,129.42802328361054,33.15705131085805,0.0
29,29,129.21401164180529,33.15705131085805,129.0,32.97729703495321,129.42802328361054,33.33680558676289,0.0
30,30,129.21401164180529,33.33680558676289,129.0,33.15705131085805,129.42802328361054,33.516559862667734,0.0
31,31,129.21401164180529,33.516559862667734,129.0,33.336805586762885,129.42802328361054,33.69631413857257,0.0
32,32,129.21401164180529,33.69631413857256,129.0,33.51655986266772,129.42802328361054,33.8760684144774,0.0
33,33,129.21401164180529,33.8760684144774,129.0,33.69631413857256,129.42802328361054,34.055822690382236,0.0
34,34,129.42802328361054,31.0,129.21401164180529,30.82024572409516,129.64203492541586,31.17975427590484,0.0
35,35,129.42802328361054,31.17975427590484,129.21401164180529,31.0,129.64203492541586,31.35950855180968,0.0
36,36,129.42802328361054,31.35950855180968,129.21401164180529,31.17975427590484,129.64203492541586,31.539262827714516,0.0
37,37,129.42802328361054,31.539262827714516,129.21401164180529,31.35950855180968,129.64203492541586,31.71901710361935,0.0
38,38,129.42802328361054,31.71901710361935,129.21401164180529,31.539262827714516,129.64203492541586,31.89877137952419,0.0
39,39,129.42802328361054,31.89877137952419,129.21401164180529,31.71901710361935,129.64203492541586,32.078525655429026,0.0
40,40,129.42802328361054,32.078525655429026,129.21401164180529,31.89877137952419,129.64203492541586,32.258279931333874,0.0
41,41,129.42802328361054,32.25827993133386,129.21401164180529,32.07852565542902,129.64203492541586,32.4380342072387,0.0
42,42,129.42802328361054,32.4380342072387,129.21401164180529,32.25827993133386,129.64203492541586,32.61778848314354,0.0
43,43,129.42802328361054,32.61778848314354,129.21401164180529,32.4380342072387,129.64203492541586,32.79754275904838,0.0
44,44,129.42802328361054,32.797542759048376,129.21401164180529,32.61778848314353,129.64203492541586,32.97729703495322,0.0
45,45,129.42802328361054,32.97729703495321,129.21401164180529,32.79754275904837,129.64203492541586,33.15705131085805,0.0
46,46,129.42802328361054,33.15705131085805,129.21401164180529,32.97729703495321,129.64203492541586,33.33680558676289,0.0
47,47,129.42802328361054,33.33680558676289,129.21401164180529,33.15705131085805,129.64203492541586,33.516559862667734,0.0
48,48,129.42802328361054,33.516559862667734,129.21401164180529,33.336805586762885,129.64203492541586,33.69631413857257,0.0
49,49,129.42802328361054,33.69631413857256,129.21401164180529,33.51655986266772,129.64203492541586,33.8760684144774,0.0
50,50,129.42802328361054,33.8760684144774,129.21401164180529,33.69631413857256,129.64203492541586,34.055822690382236,0.0
51,51,129.64203492541586,31.0,129.42802328361054,30.82024572409516,129.85604656722114,31.17975427590484,0.0
52,52,129.64203492541586,31.17975427590484,129.42802328361054,31.0,129.85604656722114,31.35950855180968,0.0
53,53,129.64203492541586,31.35950855180968,129.42802328361054,31.17975427590484,129.85604656722114,31.539262827714516,0.0
54,54,129.64203492541586,31.539262827714516,129.42802328361054,31.35950855180968,129.85604656722114,31.71901710361935,0.0
55,55,129.64203492541586,31.71901710361935,129.42802328361054,31.539262827714516,129.85604656722114,31.89877137952419,0.0
56,56,129.64203492541586,31.89877137952419,129.42802328361054,31.71901710361935,129.85604656722114,32.078525655429026,0.0
57,57,129.64203492541586,32.078525655429026,129.42802328361054,31.89877137952419,129.85604656722114,32.258279931333874,0.0
58,58,129.64203492541586,32.25827993133386,129.42802328361054,32.07852565542902,129.85604656722114,32.4380342072387,0.0
59,59,129.64203492541586,32.4380342072387,129.42802328361054,32.25827993133386,129.85604656722114,32.61778848314354,0.0
60,60,129.64203492541586,32.61778848314354,129.42802328361054,32.4380342072387,129.85604656722114,32.79754275904838,0.0
61,61,129.64203492541586,32.797542759048376,129.42802328361054,32.61778848314353,129.85604656722114,32.97729703495322,0.0
62,62,129.64203492541586,32.97729703495321,129.42802328361054,32.79754275904837,129.85604656722114,33.15705131085805,0.0
63,63,129.64203492541586,33.15705131085805,129.42802328361054,32.97729703495321,129.85604656722114,33.33680558676289,0.0
64,64,129.64203492541586,33.33680558676289,129.42802328361054,33.15705131085805,129.85604656722114,33.516559862667734,0.0
65,65,129.64203492541586,33.516559862667734,129.42802328361054,33.336805586762885,129.85604656722114,33.69631413857257,0.0
66,66,129.64203492541586,33.69631413857256,129.42802328361054,33.51655986266772,129.85604656722114,33.8760684144774,0.0
67,67,129.64203492541586,33.8760684144774,129.42802328361054,33.69631413857256,129.85604656722114,34.055822690382236,0.0
68,68,129.85604656722114,31.0,129.64203492541586,30.82024572409516,130.07005820902643,31.17975427590484,0.0
69,69,129.85604656722114,31.17975427590484,129.64203492541586,31.0,130.07005820902643,31.35950855180968,0.0
70,70,129.85604656722114,31.35950855180968,129.64203492541586,31.17975427590484,130.07005820902643,31.539262827714516,4.734983726276797e-10
71,71,129.85604656722114,31.539262827714516,129.64203492541586,31.35950855180968,130.07005820902643,31.71901710361935,1.3278784116497353e-09
