,Unnamed: 0,center-lon,center-lat,xmin,ymin,xmax,ymax,strain-rate
0,0,129.0,31.0,128.89299417909734,30.910122862047576,129.10700582090266,31.089877137952424,0.0
1,1,129.0,31.089877137952424,128.89299417909734,31.0,129.10700582090266,31.17975427590484,0.0
2,2,129.0,31.17975427590484,128.89299417909734,31.089877137952424,129.10700582090266,31.269631413857258,0.0
3,3,129.0,31.269631413857258,128.89299417909734,31.17975427590484,129.10700582090266,31.35950855180968,0.0
4,4,129.0,31.35950855180968,128.89299417909734,31.269631413857258,129.10700582090266,31.449385689762106,0.0
5,5,129.0,31.449385689762106,128.89299417909734,31.35950855180968,129.10700582090266,31.539262827714523,0.0
6,6,129.0,31.539262827714523,128.89299417909734,31.449385689762106,129.10700582090266,31.629139965666948,0.0
7,7,129.0,31.629139965666948,128.89299417909734,31.539262827714523,129.10700582090266,31.71901710361936,0.0
8,8,129.0,31.71901710361936,128.89299417909734,31.629139965666948,129.10700582090266,31.808894241571785,0.0
9,9,129.0,31.808894241571785,128.89299417909734,31.71901710361936,129.10700582090266,31.898771379524213,0.0
10,10,129.0,31.898771379524213,128.89299417909734,31.808894241571785,129.10700582090266,31.988648517476626,0.0
11,11,129.0,31.988648517476626,128.89299417909734,31.898771379524213,129.10700582090266,32.07852565542905,0.0
12,12,129.0,32.07852565542905,128.89299417909734,31.988648517476626,129.10700582090266,32.16840279338147,0.0
13,13,129.0,32.16840279338147,128.89299417909734,32.07852565542905,129.10700582090266,32.25827993133389,0.0
14,14,129.0,32.25827993133389,128.89299417909734,32.16840279338147,129.10700582090266,32.34815706928631,0.0
15,15,129.0,32.34815706928631,128.89299417909734,32.25827993133389,129.10700582090266,32.43803420723873,0.0
16,16,129.0,32.43803420723873,128.89299417909734,32.34815706928631,129.10700582090266,32.52791134519115,0.0
17,17,129.0,32.52791134519115,128.89299417909734,32.43803420723873,129.10700582090266,32.61778848314357,0.0
18,18,129.0,32.61778848314357,128.89299417909734,32.52791134519115,129.10700582090266,32.707665621095984,0.0
19,19,129.0,32.707665621095984,128.89299417909734,32.61778848314357,129.10700582090266,32.79754275904841,0.0
20,20,129.0,32.79754275904841,128.89299417909734,32.707665621095984,129.10700582090266,32.887419897000825,0.0
21,21,129.0,32.887419897000825,128.89299417909734,32.79754275904841,129.10700582090266,32.97729703495325,0.0
22,22,129.0,32.97729703495325,128.89299417909734,32.887419897000825,129.10700582090266,33.06717417290567,0.0
23,23,129.0,33.06717417290567,128.89299417909734,32.97729703495325,129.10700582090266,33.15705131085809,0.0
24,24,129.0,33.15705131085809,128.89299417909734,33.06717417290567,129.10700582090266,33.246928448810515,0.0
25,25,129.0,33.246928448810515,128.89299417909734,33.15705131085809,129.10700582090266,33.33680558676293,0.0
26,26,129.0,33.33680558676293,128.89299417909734,33.246928448810515,129.10700582090266,33.42668272471536,0.0
27,27,129.0,33.42668272471536,128.89299417909734,33.33680558676293,129.10700582090266,33.516559862667776,0.0
28,28,129.0,33.516559862667776,128.89299417909734,33.42668272471536,129.10700582090266,33.6064370006202,0.0
29,29,129.0,33.6064370006202,128.89299417909734,33.516559862667776,129.10700582090266,33.696314138572625,0.0
30,30,129.0,33.696314138572625,128.89299417909734,33.6064370006202,129.10700582090266,33.78619127652504,0.0
31,31,129.0,33.78619127652504,128.89299417909734,33.696314138572625,129.10700582090266,33.876068414477466,0.0
32,32,129.0,33.876068414477466,128.89299417909734,33.78619127652504,129.10700582090266,33.96594555242988,0.0
33,33,129.0,33.96594555242988,128.89299417909734,33.876068414477466,129.10700582090266,34.0558226903823,0.0
34,34,129.10700582090266,31.0,129.0,30.910122862047576,129.2140116418053,31.089877137952424,0.0
35,35,129.10700582090266,31.089877137952424,129.0,31.0,129.2140116418053,31.17975427590484,0.0
36,36,129.10700582090266,31.17975427590484,129.0,31.089877137952424,129.2140116418053,31.269631413857258,0.0
37,37,129.10700582090266,31.269631413857258,129.0,31.17975427590484,129.2140116418053,31.35950855180968,0.0
38,38,129.10700582090266,31.35950855180968,129.0,31.269631413857258,129.2140116418053,31.449385689762106,0.0
39,39,129.10700582090266,31.449385689762106,129.0,31.35950855180968,129.2140116418053,31.539262827714523,0.0
40,40,129.10700582090266,31.539262827714523,129.0,31.449385689762106,129.2140116418053,31.629139965666948,0.0
41,41,129.10700582090266,31.629139965666948,129.0,31.539262827714523,129.2140116418053,31.71901710361936,0.0
42,42,129.10700582090266,31.71901710361936,129.0,31.629139965666948,129.2140116418053,31.808894241571785,0.0
43,43,129.10700582090266,31.808894241571785,129.0,31.71901710361936,129.2140116418053,31.898771379524213,0.0
44,44,129.10700582090266,31.898771379524213,129.0,31.808894241571785,129.2140116418053,31.988648517476626,0.0
45,45,129.10700582090266,31.988648517476626,129.0,31.898771379524213,129.2140116418053,32.07852565542905,0.0
46,46,129.10700582090266,32.07852565542905,129.0,31.988648517476626,129.2140116418053,32.16840279338147,0.0
47,47,129.10700582090266,32.16840279338147,129.0,32.07852565542905,129.2140116418053,32.25827993133389,0.0
48,48,129.10700582090266,32.25827993133389,129.0,32.16840279338147,129.2140116418053,32.34815706928631,0.0
49,49,129.10700582090266,32.34815706928631,129.0,32.25827993133389,129.2140116418053,32.43803420723873,0.0
50,50,129.10700582090266,32.43803420723873,129.0,32.34815706928631,129.2140116418053,32.52791134519115,0.0
51,51,129.10700582090266,32.52791134519115,129.0,32.43803420723873,129.2140116418053,32.61778848314357,0.0
52,52,129.10700582090266,32.61778848314357,129.0,32.52791134519115,129.2140116418053,32.707665621095984,0.0
53,53,129.10700582090266,32.707665621095984,129.0,32.61778848314357,129.2140116418053,32.79754275904841,0.0
54,54,129.10700582090266,32.79754275904841,129.0,32.707665621095984,129.2140116418053,32.887419897000825,0.0
55,55,129.10700582090266,32.887419897000825,129.0,32.79754275904841,129.2140116418053,32.97729703495325,0.0
56,56,129.10700582090266,32.97729703495325,129.0,32.887419897000825,129.2140116418053,33.06717417290567,0.0
57,57,129.10700582090266,33.06717417290567,129.0,32.97729703495325,129.2140116418053,33.15705131085809,0.0
58,58,129.10700582090266,33.15705131085809,129.0,33.06717417290567,129.2140116418053,33.246928448810515,0.0
59,59,129.10700582090266,33.246928448810515,129.0,33.15705131085809,129.2140116418053,33.33680558676293,0.0
60,60,129.10700582090266,33.33680558676293,129.0,33.246928448810515,129.2140116418053,33.42668272471536,0.0
61,61,129.10700582090266,33.42668272471536,129.0,33.33680558676293,129.2140116418053,33.516559862667776,0.0
62,62,129.10700582090266,33.516559862667776,129.0,33.42668272471536,129.2140116418053,33.6064370006202,0.0
63,63,129.10700582090266,33.6064370006202,129.0,33.516559862667776,129.2140116418053,33.696314138572625,0.0
64,64,129.10700582090266,33.696314138572625,129.0,33.6064370006202,129.2140116418053,33.78619127652504,0.0
65,65,129.10700582090266,33.78619127652504,129.0,33.696314138572625,129.2140116418053,33.876068414477466,0.0
66,66,129.10700582090266,33.876068414477466,129.0,33.78619127652504,129.2140116418053,33.96594555242988,0.0
67,67,129.10700582090266,33.96594555242988,129.0,33.876068414477466,129.2140116418053,34.0558226903823,0.0
68,68,129.2140116418053,31.0,129.10700582090266,30.910122862047576,129.32101746270797,31.089877137952424,0.0
69,69,129.2140116418053,31.089877137952424,129.10700582090266,31.0,129.32101746270797,31.17975427590484,0.0
70,70,129.2140116418053,31.17975427590484,129.10700582090266,31.089877137952424,129.32101746270797,31.269631413857258,0.0
71,71,129.2140116418053,31.269631413857258,129.10700582090266,31.17975427590484,129.32101746270797,31.35950855180968,0.0
72,72,129.2140116418053,31.35950855180968,129.10700582090266,31.269631413857258,129.32101746270797,31.449385689762106,0.0
73,73,129.2140116418053,31.449385689762106,129.10700582090266,31.35950855180968,129.32101746270797,31.539262827714523,0.0
74,74,129.2140116418053,31.539262827714523,129.10700582090266,31.449385689762106,129.32101746270797,31.629139965666948,0.0
75,75,129.2140116418053,31.629139965666948,129.10700582090266,31.539262827714523,129.32101746270797,31.71901710361936,0.0
76,76,129.2140116418053,31.71901710361936,129.10700582090266,31.629139965666948,129.32101746270797,31.808894241571785,0.0
77,77,129.2140116418053,31.808894241571785,129.10700582090266,31.71901710361936,129.32101746270797,31.898771379524213,0.0
78,78,129.2140116418053,31.898771379524213,129.10700582090266,31.808894241571785,129.32101746270797,31.988648517476626,0.0
79,79,129.2140116418053,31.988648517476626,129.10700582090266,31.898771379524213,129.32101746270797,32.07852565542905,0.0
80,80,129.2140116418053,32.07852565542905,129.10700582090266,31.988648517476626,129.32101746270797,32.16840279338147,0.0
81,81,129.2140116418053,32.16840279338147,129.10700582090266,32.07852565542905,129.32101746270797,32.25827993133389,0.0
82,82,129.2140116418053,32.25827993133389,129.10700582090266,32.16840279338147,129.32101746270797,32.34815706928631,0.0
83,83,129.2140116418053,32.34815706928631,129.10700582090266,32.25827993133389,129.32101746270797,32.43803420723873,0.0
84,84,129.2140116418053,32.43803420723873,129.10700582090266,32.34815706928631,129.32101746270797,32.52791134519115,0.0
85,85,129.2140116418053,32.52791134519115,129.10700582090266,32.43803420723873,129.32101746270797,32.61778848314357,0.0
86,86,129.2140116418053,32.61778848314357,129.10700582090266,32.52791134519115,129.32101746270797,32.707665621095984,0.0
87,87,129.2140116418053,32.707665621095984,129.10700582090266,32.61778848314357,129.32101746270797,32.79754275904841,0.0
88,88,129.2140116418053,32.79754275904841,129.10700582090266,32.707665621095984,129.32101746270797,32.887419897000825,0.0
89,89,129.2140116418053,32.887419897000825,129.10700582090266,32.79754275904841,129.32101746270797,32.97729703495325,0.0
90,90,129.2140116418053,32.97729703495325,129.10700582090266,32.887419897000825,129.32101746270797,33.06717417290567,0.0
91,91,129.2140116418053,33.06717417290567,129.10700582090266,32.97729703495325,129.32101746270797,33.15705131085809,0.0
92,92,129.2140116418053,33.15705131085809,129.10700582090266,33.06717417290567,129.32101746270797,33.246928448810515,0.0
93,93,129.2140116418053,33.246928448810515,129.10700582090266,33.15705131085809,129.32101746270797,33.33680558676293,0.0
94,94,129.2140116418053,33.33680558676293,129.10700582090266,33.246928448810515,129.32101746270797,33.42668272471536,0.0
95,95,129.2140116418053,33.42668272471536,129.10700582090266,33.33680558676293,129.32101746270797,33.516559862667776,0.0
96,96,129.2140116418053,33.516559862667776,129.10700582090266,33.42668272471536,129.32101746270797,33.6064370006202,0.0
97,97,129.2140116418053,33.6064370006202,129.10700582090266,33.516559862667776,129.32101746270797,33.696314138572625,0.0
98,98,129.2140116418053,33.696314138572625,129.10700582090266,33.6064370006202,129.32101746270797,33.78619127652504,0.0
99,99,129.2140116418053,33.78619127652504,129.10700582090266,33.696314138572625,129.32101746270797,33.876068414477466,0.0
100,100,129.2140116418053,33.876068414477466,129.10700582090266,33.78619127652504,129.32101746270797,33.96594555242988,0.0
101,101,129.2140116418053,33.96594555242988,129.10700582090266,33.876068414477466,129.32101746270797,34.0558226903823,0.0
102,102,129.32101746270797,31.0,129.2140116418053,30.910122862047576,129.42802328361066,31.089877137952424,0.0
103,103,129.32101746270797,31.089877137952424,129.2140116418053,31.0,129.42802328361066,31.17975427590484,0.0
104,104,129.32101746270797,31.17975427590484,129.2140116418053,31.089877137952424,129.42802328361066,31.269631413857258,0.0
105,105,129.32101746270797,31.269631413857258,129.2140116418053,31.17975427590484,129.42802328361066,31.35950855180968,0.0
106,106,129.32101746270797,31.35950855180968,129.2140116418053,31.269631413857258,129.42802328361066,31.449385689762106,0.0
107,107,129.32101746270797,31.449385689762106,129.2140116418053,31.35950855180968,129.42802328361066,31.539262827714523,0.0
108,108,129.32101746270797,31.539262827714523,129.2140116418053,31.449385689762106,129.42802328361066,31.629139965666948,0.0
109,109,129.32101746270797,31.629139965666948,129.2140116418053,31.539262827714523,129.42802328361066,31.71901710361936,0.0
110,110,129.32101746270797,31.71901710361936,129.2140116418053,31.629139965666948,129.42802328361066,31.808894241571785,0.0
111,111,129.32101746270797,31.808894241571785,129.2140116418053,31.71901710361936,129.42802328361066,31.898771379524213,0.0
112,112,129.32101746270797,31.898771379524213,129.2140116418053,31.808894241571785,129.42802328361066,31.988648517476626,0.0
113,113,129.32101746270797,31.988648517476626,129.2140116418053,31.898771379524213,129.42802328361066,32.07852565542905,0.0
114,114,129.32101746270797,32.07852565542905,129.2140116418053,31.988648517476626,129.42802328361066,32.16840279338147,0.0
115,115,129.32101746270797,32.16840279338147,129.2140116418053,32.07852565542905,129.42802328361066,32.25827993133389,0.0
116,116,129.32101746270797,32.25827993133389,129.2140116418053,32.16840279338147,129.42802328361066,32.34815706928631,0.0
117,117,129.32101746270797,32.34815706928631,129.2140116418053,32.25827993133389,129.42802328361066,32.43803420723873,0.0
118,118,129.32101746270797,32.43803420723873,129.2140116418053,32.34815706928631,129.42802328361066,32.52791134519115,0.0
119,119,129.32101746270797,32.52791134519115,129.2140116418053,32.43803420723873,129.42802328361066,32.61778848314357,0.0
120,120,129.32101746270797,32.61778848314357,129.2140116418053,32.52791134519115,129.42802328361066,32.707665621095984,0.0
121,121,129.32101746270797,32.707665621095984,129.2140116418053,32.61778848314357,129.42802328361066,32.79754275904841,0.0
122,122,129.32101746270797,32.79754275904841,129.2140116418053,32.707665621095984,129.42802328361066,32.887419897000825,0.0
123,123,129.32101746270797,32.887419897000825,129.2140116418053,32.79754275904841,129.42802328361066,32.97729703495325,0.0
124,124,129.32101746270797,32.97729703495325,129.2140116418053,32.887419897000825,129.42802328361066,33.06717417290567,0.0
125,125,129.32101746270797,33.06717417290567,129.2140116418053,32.97729703495325,129.42802328361066,33.15705131085809,0.0
126,126,129.32101746270797,33.15705131085809,129.2140116418053,33.06717417290567,129.42802328361066,33.246928448810515,0.0
127,127,129.32101746270797,33.246928448810515,129.2140116418053,33.15705131085809,129.42802328361066,33.33680558676293,0.0
128,128,129.32101746270797,33.33680558676293,129.2140116418053,33.246928448810515,129.42802328361066,33.42668272471536,0.0
129,129,129.32101746270797,33.42668272471536,129.2140116418053,33.33680558676293,129.42802328361066,33.516559862667776,0.0
130,130,129.32101746270797,33.516559862667776,129.2140116418053,33.42668272471536,129.42802328361066,33.6064370006202,0.0
131,131,129.32101746270797,33.6064370006202,129.2140116418053,33.516559862667776,129.42802328361066,33.696314138572625,0.0
132,132,129.32101746270797,33.696314138572625,129.2140116418053,33.6064370006202,129.42802328361066,33.78619127652504,0.0
133,133,129.32101746270797,33.78619127652504,129.2140116418053,33.696314138572625,129.42802328361066,33.876068414477466,0.0
134,134,129.32101746270797,33.876068414477466,129.2140116418053,33.78619127652504,129.42802328361066,33.96594555242988,0.0
135,135,129.32101746270797,33.96594555242988,129.2140116418053,33.876068414477466,129.42802328361066,34.0558226903823,0.0
136,136,129.42802328361066,31.0,129.32101746270797,30.910122862047576,129.53502910451328,31.089877137952424,0.0
137,137,129.42802328361066,31.089877137952424,129.32101746270797,31.0,129.53502910451328,31.17975427590484,0.0
138,138,129.42802328361066,31.17975427590484,129.32101746270797,31.089877137952424,129.53502910451328,31.269631413857258,0.0
139,139,129.42802328361066,31.269631413857258,129.32101746270797,31.17975427590484,129.53502910451328,31.35950855180968,0.0
140,140,129.42802328361066,31.35950855180968,129.32101746270797,31.269631413857258,129.53502910451328,31.449385689762106,0.0
141,141,129.42802328361066,31.449385689762106,129.32101746270797,31.35950855180968,129.53502910451328,31.539262827714523,0.0
142,142,129.42802328361066,31.539262827714523,129.32101746270797,31.449385689762106,129.53502910451328,31.629139965666948,0.0
143,143,129.42802328361066,31.629139965666948,129.32101746270797,31.539262827714523,129.53502910451328,31.71901710361936,0.0
144,144,129.42802328361066,31.71901710361936,129.32101746270797,31.629139965666948,129.53502910451328,31.808894241571785,0.0
145,145,129.42802328361066,31.808894241571785,129.32101746270797,31.71901710361936,129.53502910451328,31.898771379524213,0.0
146,146,129.42802328361066,31.898771379524213,129.32101746270797,31.808894241571785,129.53502910451328,31.988648517476626,0.0
147,147,129.42802328361066,31.988648517476626,129.32101746270797,31.898771379524213,129.53502910451328,32.07852565542905,0.0
148,148,129.42802328361066,32.07852565542905,129.32101746270797,31.988648517476626,129.53502910451328,32.16840279338147,0.0
149,149,129.42802328361066,32.16840279338147,129.32101746270797,32.07852565542905,129.53502910451328,32.25827993133389,0.0
150,150,129.42802328361066,32.25827993133389,129.32101746270797,32.16840279338147,129.53502910451328,32.34815706928631,0.0
151,151,129.42802328361066,32.34815706928631,129.32101746270797,32.25827993133389,129.53502910451328,32.43803420723873,0.0
152,152,129.42802328361066,32.43803420723873,129.32101746270797,32.34815706928631,129.53502910451328,32.52791134519115,0.0
153,153,129.42802328361066,32.52791134519115,129.32101746270797,32.43803420723873,129.53502910451328,32.61778848314357,0.0
154,154,129.42802328361066,32.61778848314357,129.32101746270797,32.52791134519115,129.53502910451328,32.707665621095984,0.0
155,155,129.42802328361066,32.707665621095984,129.32101746270797,32.61778848314357,129.53502910451328,32.79754275904841,0.0
156,156,129.42802328361066,32.79754275904841,129.32101746270797,32.707665621095984,129.53502910451328,32.887419897000825,0.0
157,157,129.42802328361066,32.887419897000825,129.32101746270797,32.79754275904841,129.53502910451328,32.97729703495325,0.0
158,158,129.42802328361066,32.97729703495325,129.32101746270797,32.887419897000825,129.53502910451328,33.06717417290567,0.0
159,159,129.42802328361066,33.06717417290567,129.32101746270797,32.97729703495325,129.53502910451328,33.15705131085809,0.0
160,160,129.42802328361066,33.15705131085809,129.32101746270797,33.06717417290567,129.53502910451328,33.246928448810515,0.0
161,161,129.42802328361066,33.246928448810515,129.32101746270797,33.15705131085809,129.53502910451328,33.33680558676293,0.0
162,162,129.42802328361066,33.33680558676293,129.32101746270797,33.246928448810515,129.53502910451328,33.42668272471536,0.0
163,163,129.42802328361066,33.42668272471536,129.32101746270797,33.33680558676293,129.53502910451328,33.516559862667776,0.0
164,164,129.42802328361066,33.516559862667776,129.32101746270797,33.42668272471536,129.53502910451328,33.6064370006202,0.0
165,165,129.42802328361066,33.6064370006202,129.32101746270797,33.516559862667776,129.53502910451328,33.696314138572625,0.0
166,166,129.42802328361066,33.696314138572625,129.32101746270797,33.6064370006202,129.53502910451328,33.78619127652504,0.0
167,167,129.42802328361066,33.78619127652504,129.32101746270797,33.696314138572625,129.53502910451328,33.876068414477466,0.0
168,168,129.42802328361066,33.876068414477466,129.32101746270797,33.78619127652504,129.53502910451328,33.96594555242988,0.0
169,169,129.42802328361066,33.96594555242988,129.32101746270797,33.876068414477466,129.53502910451328,34.0558226903823,0.0
170,170,129.53502910451328,31.0,129.42802328361066,30.910122862047576,129.64203492541594,31.089877137952424,0.0
171,171,129.53502910451328,31.089877137952424,129.42802328361066,31.0,129.64203492541594,31.17975427590484,0.0
172,172,129.53502910451328,31.17975427590484,129.42802328361066,31.089877137952424,129.64203492541594,31.269631413857258,0.0
173,173,129.53502910451328,31.269631413857258,129.42802328361066,31.17975427590484,129.64203492541594,31.35950855180968,0.0
174,174,129.53502910451328,31.35950855180968,129.42802328361066,31.269631413857258,129.64203492541594,31.449385689762106,0.0
175,175,129.53502910451328,31.449385689762106,129.42802328361066,31.35950855180968,129.64203492541594,31.539262827714523,0.0
176,176,129.53502910451328,31.539262827714523,129.42802328361066,31.449385689762106,129.64203492541594,31.629139965666948,0.0
177,177,129.53502910451328,31.629139965666948,129.42802328361066,31.539262827714523,129.64203492541594,31.71901710361936,0.0
178,178,129.53502910451328,31.71901710361936,129.42802328361066,31.629139965666948,129.64203492541594,31.808894241571785,0.0
179,179,129.53502910451328,31.808894241571785,129.42802328361066,31.71901710361936,129.64203492541594,31.898771379524213,0.0
180,180,129.53502910451328,31.898771379524213,129.42802328361066,31.808894241571785,129.64203492541594,31.988648517476626,0.0
181,181,129.53502910451328,31.988648517476626,129.42802328361066,31.898771379524213,129.64203492541594,32.07852565542905,0.0
182,182,129.53502910451328,32.07852565542905,129.42802328361066,31.988648517476626,129.64203492541594,32.16840279338147,0.0
183,183,129.53502910451328,32.16840279338147,129.42802328361066,32.07852565542905,129.64203492541594,32.25827993133389,0.0
184,184,129.53502910451328,32.25827993133389,129.42802328361066,32.16840279338147,129.64203492541594,32.34815706928631,0.0
185,185,129.53502910451328,32.34815706928631,129.42802328361066,32.25827993133389,129.64203492541594,32.43803420723873,0.0
186,186,129.53502910451328,32.43803420723873,129.42802328361066,32.34815706928631,129.64203492541594,32.52791134519115,0.0
187,187,129.53502910451328,32.52791134519115,129.42802328361066,32.43803420723873,129.64203492541594,32.61778848314357,0.0
